"","미세먼지.....","초미세먼지.....","오존.ppm.","이산화질소농도.ppm.","일산화탄소농도.ppm.","아황산가스농도.ppm.","평균기온..C.","최저기온..C.","최고기온..C.","일강수량.mm.","최대.순간.풍속.m.s.","평균.풍속.m.s.","최대.순간.풍속.풍향.deg.","beijing_pm25","beijing_pm10","beijing_o3","beijing_no2","beijing_so2","beijing_.co","dalian_pm25","dalian_pm10","dalian_o3","dalian_no2","dalian_so2","dalian_co","qingdao_pm25","qingdao_pm10","qingdao_o3","qingdao_no2","qingdao_so2","qingdao_co","shanghai_pm25","shanghai_pm10","shanghai_o3","shanghai_no2","shanghai_so2","shanghai_co","shenyang_pm25","shenyang_pm10","shenyang_o3","shenyang_no2","shenyang_so2","shenyang_co","tianjin_pm25","tianjin_pm10","tianjin_o3","tianjin_no2","tianjin_so2","tianjin_co","교통량"
"7106",31,24,0.025,0.024,0.4,0.003,5.1,2.3,10.4,6,7,1.1,281.3,107,81,36,31,8,10,74,46,48,15,12,10,95,36,28,9,4,5.16,111,44,30,21,4,5,121,63,22,33,34,13,140,72,28.33,26,10,10,3599.020833
"27702",61,0.006,27,0.012,0.043,0.6,-0.4,-5.1,6,0,7.2,1.8,275.6,133,22,27,4,1,1,111,43,29,14,7,7,129,63,37,13,4,4.99,93,19,27,17,2,2,156,60,22,19,9,8,106,21,35.82,7,2,4,3582.91666666667
"19358",97,80,0.009,0.073,0.9,0.006,10.5,7.3,15.4,0,5.1,1.2,233.4,196,76,39,17,3,6,137,48,38,17,12,9,131,78,36,14,5,5,128,57,59,18,6,6,100,65,34,25,17,7,158,72,43,24,14,12,1330.204427
"7404",32,15,0.031,0.02,0.4,0.007,17.7,14.3,23.7,0,8.2,2.5,213.8,167,59,34,28,1,7,123,33,51,4,5,7,78,16,36,10,2,6,54,38,49,13,4,6,128,43,48,14,5,7,143.1,68.74,51.6,21.77,5.63,10.53,1317.041667
"8801",35,19,0.008,0.039,0.6,0.005,-4.2,-9.6,-1,0,5.5,1.3,154.7,41,60,26,14,4,3,72,54,28,25,19,11,91,78,14,25,18,9.87,249,110,25,49,13,15,131,40,21,23,26,7,135,53,23.44,25,9,8,1898.736142
"21256",44,0.003,18,0.013,0.038,0.5,9.1,4.8,13.4,0,6.2,1,205.3,121,71,12,34,2,11,119,76,51,21,12,14,74,107,63,37,8,9.92,53,24,37,18,4,5,137,79,14,32,26,14,130,109,32.11,41,5,16,1829.47774036167
"6992",31,19,0.036,0.017,0.4,0.004,26.3,23.1,30.5,3,6.4,1.3,149.1,70,64,87,17,1,7,89,37,65,4,4,8,120,66,84,20,6,5,50,44,114,12,4,8,131,41,76,19,5,7,94,67,119,18,6,8,1960.382118
"20029",34,0.003,20,0.024,0.018,0.5,-4.2,-8.2,2.4,0,4.6,0.6,261.6,117,85,4,34,6,15,100,70,34,16,8,9,144,77,39,25,7,9.71,155,66,32,34,4,9,202,78,11,29,32,18,144,118,20.84,37,6,27,1144.56944444444
"13103",47,26,0.009,0.049,0.6,0.003,12.6,5.8,20,0,4.1,1.9,25.3,163,48,20,6,2,2,138,34,30,10,3,5,126,74,40,11,4,5.56,120,59,51,16,4,6,141,31,21,11,6,6,188,47,40.38,8,1,3,1269.453997
"15647",57,39,0.005,0.048,1,0.007,-3.4,-11.2,2.4,0,3.2,0.7,70.3,108,50,24,6,2,2,63,62,25,19,11,12,1,1,24.93,10.77,7.09,6.16,78,73,32,23,5,12,179,52,16,18,12,10,174,55,30.05,8,4,6,1227.091667
"5677",27,9,0.024,0.021,0.2,0.003,17.6,14.5,21.9,0,11.1,2.4,247.5,20,17,33,6,7,4,37,22,30,12,4,5,70,55,49,22,4,4.09,117,42,47,11,5,4,100,21,23,16,5,7,59,33,40.71,16,2,6,591.5987458
"16133",59,37,0.035,0.029,0.4,0.005,17.1,13,22.4,0,6.8,1.8,241.9,156,65,68,22,1,14,92,35,55,3,3,6,51,51,40,11,3,5.5,79,73,68,30,5,7,135,48,41,17,13,7,157,55,66.42,15,9,11,1831.558333
"19843",133,37,0.024,0.034,0.4,0.006,18.4,11.8,23.5,0,7.2,2,233.4,146,82,93,12,6,4,180,46,63,6,6,5,132,30,46,11,1,4,92,50,49,20,3,6,153,78,63,14,5,7,178,64,71,13,7,13,1828.084109
"4769",25,15,0.026,0.018,0.3,0.004,10,7.9,15.5,11,8,2.2,343.1,132,66,46,13,3,2,68,59,42,11,4,6,1,1,49.13,11.34,2.56,4.79,97,71,68,21,5,6,98,43,38,15,4,6,83,83,47.5,23,5,5,1723.245833
"4931",25,11,0.016,0.029,0.4,0.006,-1.7,-5.9,2.3,0,5.36815277777778,1.5,262.330452380952,124,66,20,18,4,7,60,69,17,18,10,9,101,120,23,37,10,9.68,96,31,18,23,3,2,126,59,19,15,13,9,151,77,26.43,31,5,11,1680.109487
"7976",33,23,0.026,0.015,0.5,0.005,-9.6,-12.7,-6.1,0,11.2,2.3,337.5,58,23,27,6,1,1,60,35,29,12,18,7,83,57,30,18,12,6.99,101,53,27,30,9,8,147,72,20,24,27,14,69,18,27.1,21,7,8,1503.175
"1518",13,6,0.014,0.026,0.4,0.005,8.9,5.4,12.1,0,8.5,1.7,225,21,29,24,18,2,3,35,26,21,11,4,7,55,53,32,26,6,5.78,136,37,42,16,4,4,40,37,12,20,15,7,57,44,32.93,19,2,5,1947.061245
"14013",50,28,0.01,0.049,1,0.006,3.075,0.15,8.275,0,5.375,1.15,277.625,86,73,2,37,6,11,81,54,31,21,13,11,268,117,30,41,15,12.73,151,37,23,28,3,5,139,68,10,28,29,14,135,84,20.91,48,8,14,1038.536334
"17621",68,28,0.058,0.021,0.4,0.001,12.2,4.5,19.6,0,6.6,1.3,261.6,169,123,95,32,4,9,154,99,103,14,7,10,104,87,109,16,6,8.29,125,57,74,22,5,4,137,88,52,25,11,9,162,103,72.16,20,13,11,1096.08208
"24789",28,0.003,18,0.029,0.021,0.4,20.7,16.9,25.8,24,6.1,1,225,158,69,102,9,4,11,115,42,59,3,2,4,92,19,50,4,1,4.12,71,33,36,15,1,5,110,39,72,16,9,9,138,59,80.33,14,5,8,3640.45833333333
"1410",13,7,0.031,0.02,0.4,0.002,7.0013836700709,3.6024665650131,10.8639232664996,-6.57696119787943e-15,8.53232008547009,2.50294393939394,137.659639683703,88,55,12,30,4,7,98,50,33,31,16,8,65,41,40,3,3,4.48,82,34,40,13,3,2,104,67,25,33,31,14,104,52,26.46,35,4,12,998.6164101
"5095",26,15,0.011,0.036,0.4,0.005,17,12.2,22.8,0,4.4,1.2,84.4,170,60,28,20,3,12,143,81,56,20,8,15,165,97,74,36,7,17,67,38,63,9,4,8,171,50,22,18,7,13,169.57,82.28,50.13,25.38,6.99,13.19,2354.666667
"6670",30,14,0.011,0.024,0.5,0.005,-4.9,-7.8,-2.2,0,8.8,2.5,284.1,156,86,23,34,6,16,67,61,24,21,11,12,73,52,38,6,3,7,110,27,25,28,3,5,115,87,2,30,54,20,139,142,18.54,28,11,37,1889.475
"3397",21,11,0.017,0.017,0.4,0.003,7.2883851037851,2.50877747252747,11.5792642857143,0.00999999999999444,6.701,1.5385,268.402619047619,44,50,16,24,3,7,50,30,24,15,5,7,69,57,29,30,7,6.81,146,29,43,10,3,3,89,51,12,26,15,5,77,67,29.51,17,5,8,963.6573483
"9834",38,15,0.011,0.039,0.8,0.004,9.5,2.8,14.9,0,8.2,1.2,208.1,135,73,9,40,2,9,101,113,32,29,12,18,99,96,35,37,10,11,74,46,42,29,4,5,130,54,17,28,16,6,150.41,93.77,26.95,30.98,7.52,14.56,1794.119765
"28571",73,0.005,55,0.005,0.054,0.8,2.1,-0.9,5.7,0,4,0.9,120.9,186,192,7,53,9,25,187,129,27,28,12,16,214,154,21,37,6,12.56,72,41,12,25,4,10,228,176,9,37,34,27,249,164,13.89,34,6,22,2065.63888888889
"11809",43,31,0.009,0.045,0.8,0.002,6.7,2.9,10.4,0,3.9,0.6,146.3,170,134,3,56,6,23,182,91,46,13,7,10,180,80,59,30,7,10.16,164,52,32,38,3,6,161,104,32,21,14,12,241,163,26.98,45,5,22,1782.4375
"10787",41,24,0.029,0.02,0.5,0.003,-1.3,-4.7,5.8,0.5,13.3,5.2,298.1,39,61,12,21,6,8,65,44,35,21,19,8,82,49,37,9,5,3,117,38,36,13,4,4,81,86,16,33,73,13,39,56,16,29,17,14,2716.979167
"15912",58,45,0.036,0.025,0.6,0.004,20.9,18.1,25.4,0,5.5,1.3,315,122,45,37,13,1.26,2,89,40,49,12,5,7,102,47,48,10,3,4.57,121,56,60,17,2,7,190,56,39,14,5,4,97,42,40.46,16,9,8,1426.172619
"6135",29,10,0.038,0.018,0.3,0.005,20.7,14.8,25.7,0,7.1,2,315,75,50,59,21,2,8,48,24,38,12,6,8,51,25,45,7,2,1,105,35,61,12,4,3,64,33,40,17,3,3,55,36,57,18,5,8,2435.201762
"21580",27,0.002,17,0.023,0.013,0.4,10.8,7.7,14.3,0,6.5,1.7,329.1,98,69,17,28,2,7,43,52,40,12,5,6,80,71,43,30,7,7.37,78,40,24,22,3,5,98,74,27,29,17,12,110,78,36.53,32,6,9,1656.22916666667
"23447",21,0.003,14,0.026,0.025,0.1,29.5048128654971,24.0276365914787,35.1627649572649,0.449999999999997,7.25401666666666,1.68483333333333,168.389787698746,82,22,14,11,2.21,5,48,30,28,4,3,7,44,24,25,2,2,3.77,56,17,30,8,1,6,64,14,12,10,3,5,100,22,47.01,9,4,9,768.607638888889
"4910",25,5,0.012,0.027,0.3,0.003,1.7,-1.7,5.4,0,5.6,1.7,312.2,122,32,19,6,1,3,48,33,22,8,6,5,89,75,21,19,8,7.44,69,20,24,12,2,2,115,45,17,15,12,6,148,32,30.46,17,1,4,2188.241349
"26800",44,0.004,18,0.042,0.02,0.7,8.3,3.8,13.9,0,6.6,1,340.3,70,26,32,3,1.5,2,74,48,30,12,6,3,43,59,38,15,3,5.28,126,64,40,27,4,7,153,51,26,18,9,7,97,39,37.55,11,5,9,1092.4226566083
"11151",42,15,0.023,0.016,0.4,0.004,-7.6,-9.7,-4.5,0,14,5.4,303.8,61,55,15,25,6,9,63,37,22,19,23,15,77,51,19,15,9,3,88,20,27,12,5,4,70,87,4,35,75,14,62,49,11,29,19,12,3345.052083
"9925",38,19,0.025,0.028,0.5,0.006,15.7,7.7,22.4,6.5,23.2,3.9,208.1,109,43,42,16,3,2,127,56,42,16,6,8,125,101,49,16,5,6.66,184,104,64,37,8,7,122,58,33,16,6,5,110,56,45.62,22,7,5,1838.822917
"7946",33,22,0.039,0.033,0.4,0.005,15.6,12.4,22,0,5.8,1.7,284.1,170,74,39,23,2,7,93,53,45,6,4,6,57,36,42,7,2.48,4.96,76,45,65,10,3,3,145,66,44,18,13,9,144,65,51.2,35,11,12,2056.760816
"9256",36,20,0.025,0.018,0.5,0.005,32.5,29.5,37.6,0,4.9,1,309.4,81,29,43,13,1,6,51,33,21,3,3,5,39,32,37,1,1,3.12,61,33,51.35,9,3,4,58,19,36,13,5,5,93,19,53.24,7,3,10,1697.938657
"1498",13,3,0.016,0.023,0.2,0.003,17.5,13.4,21.3,0,4.8,1.4,129.4,131,15,26,13,7,5,78,52,77,11,5,8,60,75,97,34,10,8,59,25,41,8,3,3,77,32,19,21,9,8,144,32,43.91,15,2,7,2236.579637
"19087",88,60,0.015,0.036,0.6,0.006,2.1,-0.2,4.5,0,6.9,1.2,329.1,113,95,11,47,11,17,133,231,28,28,13,19,1,1,22.82,23.79,11.91,9.72,164,92,23,38,6,10,184,71,12,30,26,13,137,109,15.89,40,19,20,1733.6
"17349",66,26,0.016,0.043,0.8,0.006,8.7,0.8,16.4,0,5.5,1.2,261.6,223,150,18,21,4,8,113,63,23,20,11,12,102,39,23,7,2,4.71,99,31,48,15,3,5,107,41,30,11,8,5,205,122,30.6,17,9,9,1501.954507
"23551",22,0.003,12,0.035,0.011,0.5,31.1,27.7,36.7,0,5.1,1.2,75.9,132,32,88,11,1,5,92,43,45,5,2,5,45,23,24,6,2,3.82,71,42,34,9,2,4,128,53,43,13,10,9,121,42,73.62,18,3,9,1357.28125
"14599",53,38,0.024,0.054,0.6,0.005,5.3,-1.9,13.4,0,5.7,1.2,241.9,185,93,30,23,9,8,142,85,50,24,22,12,123,65,49,12,6,5,86,38,42,25,6,4,179,137,42,41,54,16,162,86,39,26,18,9,3745
"25943",44,0.007,23,0.03,0.035,0.4,18.7,11.5,25.9,0,6.9,1.6,275.6,161,67,101,12,4,5,106,66,96,11,7,7,137,58,97,17,3,6.46,95,57,73,24,3,5,145,75,88,12,12,9,128,63,82.76,13,7,6,2111.21666666667
"25681",50,0.005,33,0.036,0.045,0.6,19.4,16.5,23.3,0,8.1,1.4,326.3,86,86,86,22,3,6,80,68,50,9,4,3,85,54,43,13,2,5.14,88,31,43,12,2,5,94,60,61,13,11,6,68,108,84.16,31,8,9,2721.83333333333
"23195",27,0.004,18,0.032,0.032,0.5,27.2,25.1,32.9,1,4.2,1.4,157.5,94,34,38,18,1,5,82,79,48,16,5,9,72,69,103,21,6,5.6,91,54,77,15,2,6,70,37,29,14,6,9,102,47,47.57,21,4,7,1515.23321289218
"18072",72,42,0.015,0.046,0.8,0.005,4.5,1.7,8.6,20.5,8.9,1.9,56.3,160,42,32,7,1,2,130,38,42,10,9,8,86,69,36,10,4,5.07,97,64,44,23,4,7,227,58,30,16,9,6,184,41,36.2,12,9,5,1749.90164924462
"7604",32,25,0.057,0.015,0.3,0.003,30.9,23.6,38.3,0,4.7,0.9,284.1,134,78,119,8,8,16,117,56,108,17,5,11,72,40,43,16,3,4.85,100,36,57.67,7,3,4,64,36,89,17,6,6,156,68,95.61,19,1,16,1118.166667
"20169",58,0.004,42,0.012,0.044,0.6,3.3,-1.1,7.9,0,5.4,1.3,227.8,157,47,17,20,2,9,168,39,46,17,9,6,158,100,23,27,4,9.68,65,34,27,23,2,9,176,91,12,29,15,9,171,74,29.42,25,6,17,1069.77083333333
"28447",128,0.005,80,0.025,0.031,0.9,1.02796464646465,-2.01877307692308,5.81699069264069,0.0499999999999929,9.30681666666667,2.14326666666667,260.0534,42,61,13,26,5,7,85,56,21,21,12,9,142,56,22,27,8,6.78,185,53,32,24,5,6,72,68,16,23,22,13,57,75,18.29,30,10,11,925.981691919192
"5045",26,9,0.014,0.035,0.4,0.005,20.1,17.3,23,0,5.5,1.4,329.1,121,64,48,15,1,8,59,42,74,9,6,9,55,40,66,17,2,6,45,32,55,11,3,5,78,61,32,32,14,10,108.1,60.46,55.65,20.95,4.89,10.07,1600.025
"18905",83,13,0.039,0.018,0.2,0.005,17.2,11.7,23.1,0,12.1,2.8,0,101,93,94,24,8,5,114,129,108,19,16,13,170,144,63,15,7,8,147,75,38,17,3,3,148,94,98,29,9,10,163,103,100,24,13,15,2698.782857
"10743",40,26,0.015,0.043,0.6,0.005,12.8,7,18.6,0,4.7,1.2,303.8,130,31,10,19,1,4,120,38,17,13,5,7,69,60,38,24,6,6.05,79,28,37,13,3,5,104,32,12,16,10,3,184,41,35.53,12,2,7,1635.624105
"13968",50,37,0.025,0.033,0.6,0.003,15,7.6,23,0,6.4,1.2,286.9,127,115,103,30,3,7,67,62,90,15,7,6,105,88,81,27,9,9.39,151,89,103,27,7,8,90,100,76,16,14,8,126,97,78.68,27,17,14,1154.198106
"25345",21,0.003,15,0.033,0.019,0.3,18.4,16.2,23.6,5.5,8.5,2.4,196.9,41,33,63,16,1.48,2,30,42,85,18,4,5,50,58,79,31,6,5.17,97,29,47,12,2,6,46,53,33,21,12,7,32,44,63.96,18,5,3,1458.2619047619
"1106",11,8,0.016,0.011,0.2,0.003,20.8,19.4,22.8,12,8,1.4,137.8,103,37,42,9,2.54,6,72,28,37,9,3,6,26,29,10,17,3,3.55,68,27,35.55,5,2,3,75,37,45,14,8,6,103,32,50.03,9,8,9,1073.208333
"14672",53,21,0.017,0.036,0.8,0.005,18.2,13.2,24,0,3.8,0.6,261.6,139,50,11,24,3,9,152,62,34,15,7,10,164,76,40,14,3,11,96,61,62,12,4,9,106,53,26,20,5,9,144.91,69.86,44.41,25.05,7.35,12.15,1816.625
"19651",110,70,0.008,0.049,1,0.006,0.5,-3.2,4.8,0,7.2,1.3,278.4,108,31,23,17,3,5,121,32,28,9,11,6,176,54,30,5,7,2,168,75,31,14,8,7,173,49,16,20,39,5,118,30,24,17,5,10,2875.625
"4654",25,18,0.039,0.024,0.5,0.003,21.6,15.1,29,0,4.5,1,137.8,121,75,71,17,2,8,96,33,66,5,5,7,54,24,62,3,2,6,46,26,41,9,3,5,147,51,64,15,11,8,132.57,66.04,77.28,19.39,5.43,9.87,1548.05
"2819",19,9,0.018,0.023,0.3,0.002,24,21.6,26.7,0,5.9,2,61.9,169,22,25,8,1,3,66,49,35,16,5,7,82,63,44,33,4,5.5,63,23,38,12,3,4,88,38,16,19,10,9,159,38,40.02,14,3,4,1338.408333
"22942",20,0.004,12,0.036,0.017,0.4,24.5,20.1,30.3,0,5,1.2,250.3,51,48,85,16,1,4,43,20,53,7,3,6,44,24,46,8,2,3.98,111,21,42,14,2,5,102,47,60,17,10,9,86,51,75.81,22,6,8,2055.81171100106
"24394",36,0.004,25,0.03,0.03,0.4,25.7,18.7,33.3,0,5.4,1.3,292.5,116,54,51,18,1.65,5,119,42,75,3,2,7,83,61,51,6,1,4.22,111,44,52,12,1,4,82,44,58,8,5,5,91,64,65.03,11,5,7,2192.98440656566
"5101",26,11,0.029,0.023,0.4,0.003,9.7,3.2,17.9,0,5.7,0.8,95.6,84,61,28,25,1,9,88,57,72,19,6,12,46,52,44,21,7,7,107,42,42,17,5,6,137,94,23,43,21,17,113.29,73.09,35.03,27.45,8.96,10.92,1631.144221
"15329",55,24,0.024,0.023,0.7,0.004,2.8,-3.1,7.9,0,13.1,1.8,315,41,77,4,30,5,9,82,38,40,14,9,6,142,72,27,28,7,7.98,120,46,31,16,3,3,66,61,11,20,17,11,61,81,25.15,29,13,12,1534.816667
"2732",19,12,0.008,0.029,0.4,0.005,0.8,-0.6,3.8,0.5,8.2,1.5,233.4,61,66,3,36,4,9,51,51,27,18,11,10,66,87,22,26,10,11,155,68,31,44,10,7,88,50,12,19,20,8,90.56,80.98,19.33,30.68,10.63,13.47,2213.885419
"1192",12,7,0.014,0.017,0.3,0.004,23.7,22.2,25.7,127,5.2,1.3,199.7,149,70,93,21,1,10,55,34,49,8,5,8,45,38,82,11,3,2,50,37,51,20,4,6,93,34,50,13,8,7,138,71,103,13,5,8,1793.27798
"7229",31,6,0.024,0.014,0.3,0.007,9.6,7.3,12.5,0,7.6,1.4,241.9,42,37,27,4,1,1,37,21,26,10,4,6,62,71,38,30,10,6.67,109,57,44,31,7,5,41,24,17,15,7,7,87,43,38.51,11,1,3,2026.237291
"12294",45,37,0.04,0.025,0.5,0.005,29.5,25.9,34.4,0,5.1,1.8,281.3,214,21,40,12,1,6,87,49,48,15,5,12,108,64,104,16,7,6,90,57,128,20,6,6,107,15,44,12,1,1,157,31,29,10,8,9,1398.157408
"10876",41,31,0.043,0.024,0.4,0.004,28.5,24.9,34.2,0,4.9,1.4,275.6,187,80,84,20,3,6,119,38,92,5,3,9,124,67,103,14,5,6,96,51,110,16,5,5,102,46,49,14,2,5,142,63,68,17,7,8,1383.678241
"5661",27,8,0.049,0.008,0.5,0.006,23.5,19.2,28.1,0,8.4,1.9,247.5,44,34,28,8,1,3,41,57,85,10,8,9,75,78,100,31,10,8.43,229,64,110,15,5,8,75,35,26,22,14,10,65,51,54.05,12,3,9,1131.1875
"4433",24,11,0.034,0.017,0.4,0.003,24.6,21.1,30.2,0,4.9,1,348.8,48,46,70,13,7,11,65,30,42,10,5,7,57,53,76,22,4,4.47,69,42,51,18,2,6,47,27,40,22,6,2,93,44,59.89,23,4,12,1406.270833
"22666",13,0.003,7,0.025,0.015,0.3,24,18.3,29.8,0.5,4.2,1.5,194.1,80,30,48,14,1.33999999999999,3,69,19,35,9,6,5,56,38,42,13,3,3.62,65,32,37,12,2,4,53,19,26,16,4,4,95,43,54.89,21,5,3,1074.94947916667
"1659",14,5,0.03,0.008,0.3,0.004,23.7,16.2,28.4,0,5.4,1.5,87.2,103,19,33,9,7,7,68,61,82,8,6,11,58,48,99,22,4,5.41,117,47,72,15,2,7,74,27,39,19,9,2,116,34,49.97,12,2,9,1375.866667
"5975",28,13,0.029,0.025,0.2,0.006,16.7,12.6,21.2,0,6,1.5,292.5,255,32,40,7,3,3,120,71,37,11,6,7,116,78,5,11,3,6.53,133,43,21,31,5,7,197,35,39,14,7,5,233,67,41.01,17,7,10,1136.208333
"6468",29,9,0.021,0.017,0.4,0.006,-6.5,-9.2,-2.8,0,9,2.5,334.7,38,27,16,17,2,4,57,33,22,9,7,5,93,64,25,26,8,6.43,107,33,17,20,4,5,66,58,11,23,22,10,74,35,22.34,24,4,6,1756.6875
"19252",93,42,0.022,0.055,0.6,0.005,13,6.2,20.2,0,6.3,1.3,230.6,169,123,95,32,4,9,154,99,103,14,7,10,104,87,109,16,6,8.27,125,57,74,22,5,4,137,88,52,25,11,9,162,103,73.42,20,13,11,2029.042874
"22275",25,0.004,16,0.031,0.019,0.5,20.8,15.6,28.4,0,4,0.5,292.5,150,67,102,20,1,8,133,67,109,19,5,10,72,59,85,17,4,6.61,116,43,45,15,3,4,124,75,51,26,12,11,151,74,84.36,31,5,7,1194.33841463415
"12410",45,15,0.013,0.031,0.5,0.006,0.3,-4.5,4.7,0,10.5,2.2,233.4,130,38,31,13,4,4,101,57,39,11,13,8,102,78,26,12,9,6.24,99,59,46,29,5,6,121,60,27,19,21,10,173,48,28.87,14,12,9,2031.666833
"19685",112,20,0.012,0.026,0.6,0.005,6.5,4.5,10.9,0,4,1.1,278.4,146,99,6,28,8,12,91,62,22,14,7,5,158,181,32,25,6,9.37,188,85,51,47,3,11,94,49,9,25,19,6,165,84,25.88,24,8,15,1693.798108
"11464",42,22,0.006,0.05,0.8,0.007,1.6,-3.7,10.5,0,3,0.7,90,198,140,4,41,6,25,108,58,29,7,4,6,167,69,40,17,5,7.48,97,36,19,22,2,3,104,47,23,13,9,7,221,113,26.93,25,3,28,1601.866667
"28563",87,0.004,67,0.006,0.04,0.7,3.7,1.6,7.2,0,3.1,0.6,11.3,186,192,7,53,9,25,187,129,27,28,12,16,214,154,21,37,6,12.56,72,41,12,25,4,10,228,176,9,37,34,27,249,164,14.3,34,6,22,1698.00925925926
"25453",60,0.006,33,0.052,0.022,0.8,20.3,13.1,27.8,0,8.5,2,236.3,106,59,135,23,2,5,113,58,98,14,9,6,113,87,115,38,6,9,124,80,137,29,5,7,79,60,75,22,14,10,81,78,85.88,32,9,12,1674.04166666667
"18198",73,54,0.033,0.033,0.6,0.006,25.8,20,32.7,0,5.2,1,2.8,131,67,150,15,3,9,125,42,132,7,5,8,72,50,88,21,4,6.88,85,18,54,12,3,2,99,62,106,16,11,8,155,74,103.67,22,6,10,1726.835689
"42",0,0,0,0,0,0,-5,-8.3,-0.8,0,5.4,1.5,272.8,43,23,15,17,1,4,56,40,24,10,13,7,77,49,27,14,8,6,77,10,25,13,3,5,92,68,9,25,24,12,46,29,26.19,21,6,9,1335.427083
"1060",11,6,0.035,0.021,0.3,0.002,17.5477795651978,12.0331380843309,22.4180467933483,-4.80060435847918e-15,11.4517125965538,3.04391666666667,83.28275,112,49,25,21,1,9,47,19,55,3,4,3,51,32,41,15,4,4.48,67,34,33,14,2,4,71,50,55,17,12,6,116,31,52.49,13,9,10,723.9749041
"6839",30,16,0.012,0.044,0.6,0.003,9.8,4.4,16,0,5,0.7,258.8,116,92,7,51,4,14,95,60,55,17,11,11,125,75,61,42,17,9.47,59,22,35,16,2,3,153,91,24,35,27,15,167,85,31.7,38,10,17,2058.010417
"10297",39,20,0.034,0.017,0.4,0.006,-0.3,-5.2,4.7,0,6.5,1.6,317.8,115,40,34,14,5,4,136,114,39,24,17,19,72,88,30,9,5,7.52,102,47,33,19,4,7,162,76,26,27,30,18,156,75,29.16,31,16,14,1088.134164
"27795",37,0.004,18,0.018,0.03,0.5,-1.6,-4.9,2.3,0,6.3,2,306.6,112,48,21,12,5,6,137,54,26,11,11,9,154,88,37,16,6,7.13,91,28,33,16,2,4,167,38,24,16,11,6,139,50,32.76,9,4,8,1485.2844987845
"18503",77,49,0.028,0.044,0.6,0.007,7.9,2.8,15.8,0,7.2,1.2,241.9,182,111,57,27,7,11,165,79,56,29,24,12,105,59,52,9,3,4,112,37,40,20,5,4,213,114,56,31,23,11,168,136,46,51,28,21,1347.760417
"13395",48,27,0.03,0.025,0.4,0.004,15.4,10,22,9.5,8,1.7,98.4,46,26,38,13,1.41,3,99,28,47,11,4,7,53,32,45,7,3,3.92,95,41,37,22,4,5,113,54,19,25,6,8,68,49,43.84,19,8,8,1799.59081
"22272",26,0.003,17,0.022,0.031,0.5,21.1548649859944,15.4199386446886,27.1188833333333,-7.97584220890712e-15,5.47115606060606,1.20941666667,241.224095238095,150,67,102,20,1,8,133,67,109,19,5,10,72,59,85,17,4,6.66,116,43,45,15,3,4,124,75,51,26,12,11,151,74,84.08,31,5,7,806.627561173039
"16918",64,38,0.019,0.03,0.6,0.009,7.5,4.5,12.6,0,9.2,2.2,222.2,100,24,39,8,1,1,140,88,46,25,14,22,112,67,37,14,3,6,159,76,46,28,10,8,168,113,37,33,38,16,145,25,34,14,6,2,784.6874999
"6323",29,18,0.011,0.02,0.3,0.007,-9.9,-14.8,-5.5,0,6.4,1.6,331.9,116,79,5,43,7,16,124,75,23,27,15,13,1,1,19.5,20.95,12.04,9.01,187,59,13,39,11,11,172,80,9,32,55,20,172,100,15.62,34,16,17,708.8621687
"18196",73,31,0.038,0.03,0.6,0.004,21,17.4,25.4,0,6.6,1.4,239.1,158,171,34,11,1,1,115,98,82,9,10,8,77,55,49,12,4,5.87,108,69,78,24,5,7,94,51,36,26,7,10,138,103,49.9,20,8,6,1310.4375
"14468",52,32,0.004,0.039,0.9,0.009,-4.1,-9.7,2.1,0,5.3,0.9,213.8,126,86,29,19,5,6,114,78,36,18,13,13,129,86,31,16,8,8.47,164,57,30,34,6,8,149,77,25,22,24,10,114,97,27.77,21,11,19,774.6960913
"1360",13,9,0.01,0.021,0.4,0.005,24.8,21.8,28.9,0,7.4,2,109.7,68,66,46,31,1,12,24,30,54,7,4,8,62,58,64,13,3,4,73,38,96,17,4,6,79,31,22,19,4,7,106,65,60,24,7,12,784.2097587
"26985",36,0.003,25,0.031,0.013,0.4,3.7,-1.9,9.8,0,9.2,1.8,289.7,33,30,33,4,1.39999999999999,1,68,29,31,12,5,3,68,49,38,18,4,4.24,72,42,43,20,4,7,69,24,29,14,5,3,73,33,39.12,11,2,2,1597.75
"27637",29,0.006,17,0.025,0.021,0.3,-1.5,-7.2,4.6,0,6.8,1.3,315,49,43,16,26,3,6,88,46,27,17,9,8,122,48,31,28,7,7.4,94,23,27,18,2,1,142,67,20,33,28,17,43,78,24.21,34,8,11,611.375
"9557",37,25,0.039,0.025,0.4,0.004,23.2,16.9,29.2,0,6.8,1.6,326.3,117,87,118,18,5,7,103,65,68,4,6,7,59,55,71,5,4,5.51,162,54,106,16,4,5,109,59,87,16,10,8,134,83,101.86,13,12,9,1704.735417
"26763",47,0.004,29,0.028,0.012,0.2,5.4,3.9,9.2,0,6.7,1.7,270,41,34,34,15,3.43,3,44,37,32,19,8,5,70,72,43,26,7,6.23,64,51,60,23,3,6,82,34,31,19,5,5,63,58,35.4,21,10,16,1266.57542494185
"13674",49,26,0.007,0.037,0.6,0.005,-8.1,-13.4,-3.5,0,5.3,1.5,241.9,168,50,28,7,2,1,124,57,26,21,22,12,83,65,25,8,9,5.37,69,21,27,16,3,5,210,49,22,20,23,6,165,45,27.67,20,10,11,1681.269318
